Date,GA,GA Title,Lecture Title,URL,Location
11/01/1924,233a,Rosicrucianism and Modern Initiation,The Relationship of Earthly Man to the Sun,https://rsarchive.org/Lectures/GA233a/English/RSP1965/19240111p01.html,Dornach
11/01/1924,261,Our Dead,Address at the Cremation of Georga Wiese,https://rsarchive.org/Lectures/GA261/English/SOL2025/19240111.html,Basel
12/01/1924,233a,Rosicrucianism and Modern Initiation,Occult Schools in the 18th and First Half of the 19th Century,https://rsarchive.org/Lectures/GA233a/English/RSP1965/19240112p01.html,Dornach
13/01/1924,233a,Rosicrucianism and Modern Initiation,The Tasks of the Michael Age,https://rsarchive.org/Lectures/GA233a/English/RSP1965/19240113p02.html,Dornach
13/01/1924,233a,The Festivals and Their Meaning IV : Michaelmas,A Michael Lecture,https://rsarchive.org/Lectures/Michaelmas/19240113p01.html,Dornach
13/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Formation of the General Anthroposophical Society Through the Christmas Conference of 1923,https://rsarchive.org/Articles/GA037/English/SOL2023/19240113b01.html,
13/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Administration of the Anthroposophical Society I,https://rsarchive.org/Articles/GA037/English/SOL2023/19240113v01.html,
15/01/1924,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19240115.html,
19/01/1924,234,"Anthroposophy, An Introduction",Anthroposophy as What Men Long For Today,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240119p01.html,Dornach
19/01/1924,352,Cosmic Workings In Earth and Man,On Poisonous Substances and Their Effects,https://rsarchive.org/Lectures/CosmicWorks/19240119v01.html,Dornach
20/01/1924,234,"Anthroposophy, An Introduction",Meditation,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240120p01.html,Dornach
20/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science I,https://rsarchive.org/Articles/GA037/English/SOL2023/19240120b01.html,
20/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Administration of the Anthroposophical Society II,https://rsarchive.org/Articles/GA037/English/SOL2023/19240120v01.html,
23/01/1924,352,A Spiritual Scientific View of Nature and Man,On Nutrition,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240123p02.html,Dornach
25/01/1924,240,Karmic Relationships VI,Lecture I,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240125p01.html,Bern
27/01/1924,234,"Anthroposophy, An Introduction",The Transition from Ordinary Knowledge to the Science of Initiation,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240127p01.html,Dornach
27/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,About the Leadership of this Newsletter and the Members' Share in It,https://rsarchive.org/Articles/GA037/English/SOL2023/19240127b01.html,
27/01/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science II,https://rsarchive.org/Articles/GA037/English/SOL2023/19240127b02.html,
28/01/1924,240,Karmic Relationships VI,Lecture II,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240128p01.html,Zurich
01/02/1924,234,"Anthroposophy, An Introduction",Meditation and Inspiration,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240201p01.html,Dornach
02/02/1924,234,"Anthroposophy, An Introduction","Love, Intuition and the Human Ego",https://rsarchive.org/Lectures/GA234/English/RSP1931/19240202p01.html,Dornach
02/02/1924,352,A Spiritual Scientific View of Nature and Man,The Human Eye — Albinism,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240202p02.html,Dornach
03/02/1924,234,"Anthroposophy, An Introduction","Respiration, Warmth and the Ego",https://rsarchive.org/Lectures/GA234/English/RSP1931/19240203p01.html,Dornach
03/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science III,https://rsarchive.org/Articles/GA037/English/SOL2023/19240203b01.html,
03/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Footnote to the article “Umschau” by Albert Steffen,https://rsarchive.org/Articles/GA037/English/SOL2023/19240200x01.html,
05/02/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Second Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240205d01.html,Stuttgart
06/02/1924,240,Karmic Relationships VI,Lecture III,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240206p01.html,Stuttgart
08/02/1924,234,"Anthroposophy, An Introduction",Dream-life and External Reality,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240208p01.html,Dornach
09/02/1924,234,"Anthroposophy, An Introduction","Dreams, Imaginative Cognition, and the Building of Destiny",https://rsarchive.org/Lectures/GA234/English/RSP1931/19240209p01.html,Dornach
09/02/1924,352,Cosmic Workings In Earth and Man,The Circulation of Fluids in the Earth,https://rsarchive.org/Lectures/CosmicWorks/19240209v01.html,Dornach
10/02/1924,36,Collected Essays from “Das Goetheanum” 1921–1925,Eurythmic Art,https://rsarchive.org/Articles/GA036/English/SOL2024/66_Eurythmic_Art.html,
10/02/1924,234,"Anthroposophy, An Introduction",Phases of Memory and the Real Self,https://rsarchive.org/Lectures/GA234/English/RSP1931/19240210p01.html,Dornach
10/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science IV,https://rsarchive.org/Articles/GA037/English/SOL2023/19240210b01.html,
13/02/1924,352,A Spiritual Scientific View of Nature and Man,About Clothing,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240213p02.html,Dornach
15/02/1924,270,Esoteric Lessons for the First Class I,First Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240215p02.html,Dornach
15/02/1924,270,Esoteric Instructions,First Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240215-JR.html,Dornach
15/02/1924,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19240215.html,
16/02/1924,235,Karma,"Karma Studies, Introductory Lecture",https://rsarchive.org/Lectures/GA235/English/AP1943/19240216p02.html,Dornach
16/02/1924,235,Karmic Relationships I,Lecture I,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240216p01.html,Dornach
16/02/1924,352,A Spiritual Scientific View of Nature and Man,The Effects of Arsenic and Alcohol in the Body,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240216p02.html,Dornach
17/02/1924,26,Anthroposophical Leading Thoughts,Anthroposophical Leading Thoughts,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_a01.html,
17/02/1924,26,"The Life, Nature, and Cultivation of Anthroposophy",Anthroposophical Leading Thoughts,https://rsarchive.org/Books/GA026/English/ASGB1963/GA026_c05.html,
17/02/1924,235,Karma,The Karma Question and the Hierarchies,https://rsarchive.org/Lectures/GA235/English/AP1943/19240217p02.html,Dornach
17/02/1924,235,Karmic Relationships I,Lecture II,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240217p01.html,Dornach
17/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science V,https://rsarchive.org/Articles/GA037/English/SOL2023/19240217b01.html,
17/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Administration of the Anthroposophical Society III,https://rsarchive.org/Articles/GA037/English/SOL2023/19240217v01.html,
19/02/1924,278,Eurythmy as Visible Singing,The Experience of Major and Minor,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240219p01.html,Dornach
20/02/1924,278,Eurythmy as Visible Singing,Experience and Gesture; the Intervals,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240220p01.html,Dornach
20/02/1924,352,A Spiritual Scientific View of Nature and Man,The Connection Between the Higher Aspects of the Human Constitution and the Physical Body — The Effects of Opium and Alcohol,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240220p02.html,Dornach
21/02/1924,278,Eurythmy as Visible Singing,"Melodic Movement; the Ensouling of the Three Dimensions through Pitch, Rhythm and Beat",https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240221p01.html,Dornach
22/02/1924,270,Esoteric Lessons for the First Class I,Second  Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240222a02.html,Dornach
22/02/1924,270,Esoteric Instructions,Second Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240222-JR.html,Dornach
22/02/1924,278,Eurythmy as Visible Singing,The Progression of Musical Phrases; Swinging Over; the Bar Line,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240222p01.html,Dornach
23/02/1924,235,Karma,Karma and Freedom,https://rsarchive.org/Lectures/GA235/English/AP1943/19240223p02.html,Dornach
23/02/1924,235,Karmic Relationships I,Lecture III,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240223p01.html,Dornach
23/02/1924,278,Eurythmy as Visible Singing,Choral Eurythmy,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240223n01.html,Dornach
23/02/1924,352,A Spiritual Scientific View of Nature and Man,Structure and Breakdown in the Human Organism — The Significance of Secretions,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240223p02.html,Dornach
24/02/1924,26,Anthroposophical Leading Thoughts,On the Picture-Nature of Man,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_a02.html,
24/02/1924,26,"The Life, Nature, and Cultivation of Anthroposophy",The Work in the Society,https://rsarchive.org/Books/GA026/English/ASGB1963/GA026_c08.html,
24/02/1924,217a,The Task of Today's Youth,Announcement of a Youth Section,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240224p01.html,
24/02/1924,235,Karma,Karma Impulses through Recurring Earth Lives,https://rsarchive.org/Lectures/GA235/English/AP1943/19240224p02.html,Dornach
24/02/1924,235,Karmic Relationships I,Lecture IV,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240224p01.html,Dornach
24/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science VI,https://rsarchive.org/Articles/GA037/English/SOL2023/19240224b01.html,
25/02/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,To the Shareholders of Futurum AG,https://rsarchive.org/Articles/GA037/English/SOL2023/19240225p01.html,Dornach
25/02/1924,278,Eurythmy as Visible Singing,The Sustained Note; the Rest; Discords,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240225p01.html,Dornach
26/02/1924,278,Eurythmy as Visible Singing,Musical Physiology; the Point of Departure; Intervals; Cadences,https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240226p01.html,Dornach
27/02/1924,278,Eurythmy as Visible Singing,"Pitch (Ethos and Pathos), Note Values, Dynamics, Changes of Tempo",https://rsarchive.org/Lectures/GA278/English/AMTRP1996/19240227p01.html,Dornach
27/02/1924,352,A Spiritual Scientific View of Nature and Man,Einstein's Theory of Relativity — Thinking that is out of Touch with Reality,https://rsarchive.org/Lectures/GA352/English/SOL2024/19240227p02.html,Dornach
29/02/1924,270,Esoteric Lessons for the First Class I,Third Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240229p02.html,Dornach
29/02/1924,270,Esoteric Instructions,Third Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240229-JR.html,Dornach
01/03/1924,235,Karma,The Single Factor of Karma,https://rsarchive.org/Lectures/GA235/English/AP1943/19240301p02.html,Dornach
01/03/1924,235,Karmic Relationships I,Lecture V,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240301p01.html,Dornach
01/03/1924,353,The History of Humanity and the World Views of Civilized Nations,The Effect of the Cemetery Atmosphere on People,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240301p02.html,Dornach
02/03/1924,235,Karma,The Threefold Man and the Hierarchies,https://rsarchive.org/Lectures/GA235/English/AP1943/19240302p02.html,Dornach
02/03/1924,235,Karmic Relationships I,Lecture VI,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240302p01.html,Dornach
02/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science VII,https://rsarchive.org/Articles/GA037/English/SOL2023/19240302b01.html,
05/03/1924,353,The History of Humanity and the World Views of Civilized Nations,Supra-physical Connections in the Human Mind,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240305p02.html,Dornach
07/03/1924,270,Esoteric Lessons for the First Class I,Fourth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240307p02.html,Dornach
07/03/1924,270,Esoteric Instructions,Fourth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240307-JR.html,Dornach
08/03/1924,235,Karmic Relationships I,Lecture VII,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240308p01.html,Dornach
08/03/1924,353,The History of Humanity and the World Views of Civilized Nations,The Entry of Christianity into the Ancient World and the Mysteries,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240308p02.html,Dornach
09/03/1924,26,Anthroposophical Leading Thoughts,Spiritual Kingdoms and Human Self-Knowledge,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_a04.html,
09/03/1924,217a,The Task of Today's Youth,What I have to Say to Older Members on This Matter,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240309p01.html,
09/03/1924,235,Karmic Relationships I,Lecture VIII,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240309p01.html,Dornach
09/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,What I Have To Say To The Older Members (Concerning the Youth Section of the School of Spiritual Science),https://rsarchive.org/Articles/GA037/English/SOL2023/19240309y01.html,
09/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Administration of the Anthroposophical Society IV,https://rsarchive.org/Articles/GA037/English/SOL2023/19240309v01.html,
11/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Medical Newsletter,https://rsarchive.org/Articles/GA037/English/SOL2023/19240311p01.html,Dornach
11/03/1924,316,Course for Young Doctors,Appendix: First Circular letter,https://rsarchive.org/Lectures/YoungDoctors/YngDoc_appendix.html,Dornach
12/03/1924,353,"Star Wisdom, Moon Religion, Sun Religion","Star Wisdom, Moon Religion, Sun Religion",https://rsarchive.org/Lectures/GA353/English/RSPC1950/19240313p01.html,Dornach
14/03/1924,270,Esoteric Lessons for the First Class I,Fifth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240314p02.html,Dornach
14/03/1924,270,Esoteric Instructions,Fifth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240314-JR.html,Dornach
14/03/1924,262,Correspondence with Marie Steiner 1901–1925,189. Verses for Marie Steiner's Birthday,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240314.html,Dornach
15/03/1924,235,Karmic Relationships I,Lecture IX,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240315p01.html,Dornach
15/03/1924,353,The History of Humanity and the World Views of Civilized Nations,What did Europe Look Like at the Time of the Spread of Christianity?,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240315p02.html,Dornach
15/03/1924,262,Correspondence with Marie Steiner 1901–1925,190. Verses for Marie Steiner's Birthday,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240315.html,Dornach
15/03/1924,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19240315.html,
16/03/1924,26,Anthroposophical Leading Thoughts,How the Leading Thoughts are to be Used,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_a05.html,
16/03/1924,26,"The Life, Nature, and Cultivation of Anthroposophy",How the Leading Thoughts are to be used,https://rsarchive.org/Books/GA026/English/ASGB1963/GA026_c18.html,
16/03/1924,217a,The Task of Today's Youth,What I Have to Say to Younger Members on This Matter,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240316p01.html,
16/03/1924,235,Karmic Relationships I,Lecture X,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240316p01.html,Dornach
16/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,What I Have To Say To The Younger Members (Concerning the Youth Section of the School of Spiritual Science),https://rsarchive.org/Articles/GA037/English/SOL2023/19240316y01.html,
19/03/1924,353,The History of Humanity and the World Views of Civilized Nations,The Trinity - The three forms of Christianity and Islam — The Crusades,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240319p02.html,Dornach
21/03/1924,270,Esoteric Lessons for the First Class I,Sixth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240321p02.html,Dornach
21/03/1924,270,Esoteric Instructions,Sixth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240321-JR.html,Dornach
22/03/1924,235,Karmic Relationships I,Lecture XI,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240322p01.html,Dornach
23/03/1924,26,Anthroposophical Leading Thoughts,At the Dawn of the Michael Age,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_c01.html,
23/03/1924,26,The Michael Mystery,At the Dawn of the Michael Age,https://rsarchive.org/Books/GA026/English/APC1956/GA026_c01.html,
23/03/1924,217a,The Task of Today's Youth,What I have Further to Say to Younger Members,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240323p01.html,
23/03/1924,235,Karmic Relationships I,Lecture XII,https://rsarchive.org/Lectures/GA235/English/RSP1972/19240323p01.html,Dornach
23/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,What I Have To Say To The Younger Members (continued),https://rsarchive.org/Articles/GA037/English/SOL2023/19240323y01.html,
23/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The Administration of the Anthroposophical Society V,https://rsarchive.org/Articles/GA037/English/SOL2023/19240323v01.html,
24/03/1924,26,Anthroposophical Leading Thoughts,Understanding of the Spirit; Conscious Experience of Destiny,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_a03.html,
24/03/1924,26,"The Life, Nature, and Cultivation of Anthroposophy",Understanding of the Spirit and conscious Experience of Destiny,https://rsarchive.org/Books/GA026/English/ASGB1963/GA026_c17.html,
24/03/1924,332b,Current Social and Economic Issues,From the Extraordinary General Meeting of Futurum AG in Liquidation,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19240324e01.html,Dornach
25/03/1924,332b,Current Social and Economic Issues,The End of Futurum AG: Minutes,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19240325e01.html,Dornach
26/03/1924,353,The History of Humanity and the World Views of Civilized Nations,Concepts of Christ in Ancient and Modern Times,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240326p02.html,Dornach
27/03/1924,298,Rudolf Steiner in the Waldorf School,Address at a monthly assembly,https://rsarchive.org/Lectures/GA298/English/AP1996/19240327d01.html,Stuttgart
27/03/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Third Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240327d01.html,Stuttgart
27/03/1924,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19240327.html,Prague
29/03/1924,239,Karmic Relationships V,Lecture I,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240329p01.html,Prague
30/03/1924,26,Anthroposophical Leading Thoughts,The Condition of the Human Soul Before the Dawn of the Michael Age,https://rsarchive.org/Books/GA026/English/RSP1973/GA026_c02.html,
30/03/1924,26,The Michael Mystery,The Human Soul before the Dawn of the Michael Age,https://rsarchive.org/Books/GA026/English/APC1956/GA026_c02.html,
30/03/1924,217a,The Task of Today's Youth,Newsletter of the Youth Section of the School of Spiritual Science,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240330p01.html,
30/03/1924,239,Karmic Relationships V,Lecture II,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240330p01.html,Prague
30/03/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,What I Have To Say To The Younger Members (continued),https://rsarchive.org/Articles/GA037/English/SOL2023/19240330y01.html,
31/03/1924,239,Karmic Relationships V,Lecture III,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240331p01.html,Prague
01/04/1924,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19240401.html,Prague
03/04/1924,270,Esoteric Instructions,First Lesson in Prague,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240403-JR.html,Prague
04/04/1924,297a,Education for Life: Self-Education and Pedagogical Practice,Education and Teaching on the Basis of a Real Knowledge of Human Nature,https://rsarchive.org/Lectures/GA297a/English/SOL2024/19240404p01.html,Prague
05/04/1924,239,Karmic Relationships V,Lecture IV,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240405p01.html,Prague
05/04/1924,270,Esoteric Instructions,Second Lesson in Prague,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240405-JR.html,Prague
06/04/1924,217a,The Task of Today's Youth,The School of Spiritual Science Should Give Full Expression to the Human Element,https://rsarchive.org/Lectures/GA217a/English/SOL2024/19240406p01.html,
06/04/1924,236,Karmic Relationships II,"F. Bacon, Comenius, Marx, Engels, Otto Hausner",https://rsarchive.org/Lectures/GA236/English/RSP1974/19240406p01.html,Dornach
06/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science VIII,https://rsarchive.org/Articles/GA037/English/SOL2023/19240406b01.html,
08/04/1924,308,The Essentials of Education,Lecture One,https://rsarchive.org/Lectures/GA308/English/AP1997/19240408d01.html,Stuttgart
09/04/1924,240,Karmic Relationships VI,Lecture IV,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240409p01.html,Stuttgart
09/04/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Fourth Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240409d01.html,Stuttgart
09/04/1924,308,The Essentials of Education,Lecture Two,https://rsarchive.org/Lectures/GA308/English/AP1997/19240409d01.html,Stuttgart
10/04/1924,308,The Essentials of Education,Lecture Three,https://rsarchive.org/Lectures/GA308/English/AP1997/19240410d01.html,Stuttgart
10/04/1924,308,The Essentials of Education,Lecture Four,https://rsarchive.org/Lectures/GA308/English/AP1997/19240410d02.html,Stuttgart
11/04/1924,270,Esoteric Lessons for the First Class I,Seventh Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240411p02.html,Dornach
11/04/1924,270,Esoteric Instructions,Seventh Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240411-JR.html,Dornach
11/04/1924,308,The Essentials of Education,Lecture Five,https://rsarchive.org/Lectures/GA308/English/AP1997/19240411d01.html,Stuttgart
12/04/1924,236,Karmic Relationships II,The Esoteric Trend in the Anthroposophical Movement,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240412p01.html,Dornach
12/04/1924,353,"Star Wisdom, Moon Religion, Sun Religion",The Easter Festival and Its Background,https://rsarchive.org/Lectures/GA353/English/RSPC1950/19240412p02.html,Dornach
13/04/1924,309,The Roots of Education,Lecture One,https://rsarchive.org/Lectures/GA309/English/AP1997/19240413d01.html,Bern
13/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science IX,https://rsarchive.org/Articles/GA037/English/SOL2023/19240413b01.html,
14/04/1924,309,The Roots of Education,Lecture Two,https://rsarchive.org/Lectures/GA309/English/AP1997/19240414d01.html,Bern
15/04/1924,309,The Roots of Education,Lecture Three,https://rsarchive.org/Lectures/GA309/English/AP1997/19240415d01.html,Bern
16/04/1924,240,Karmic Relationships VI,Lecture V,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240416p01.html,Bern
16/04/1924,309,The Roots of Education,Lecture Four,https://rsarchive.org/Lectures/GA309/English/AP1997/19240416d01.html,Bern
17/04/1924,270,Esoteric Instructions,The Lesson in Berne,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240417-JR.html,Bern
17/04/1924,309,The Roots of Education,Lecture Five,https://rsarchive.org/Lectures/GA309/English/AP1997/19240417d01.html,Bern
18/04/1924,270,Esoteric Lessons for the First Class I,Eighth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240418p02.html,Dornach
18/04/1924,270,Esoteric Instructions,Eighth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240418-JR.html,Dornach
19/04/1924,233a,Easter as a Chapter in the Mystery Wisdom of Man,Lecture I,https://rsarchive.org/Lectures/GA233a/English/AP1947/19240419p02.html,Dornach
19/04/1924,233a,The Festival of Easter,Lecture I,https://rsarchive.org/Lectures/GA233a/English/RSPC1935/19240419p04.html,Dornach
19/04/1924,233a,The Easter Festival in the Evolution of the Mysteries,Lecture I,https://rsarchive.org/Lectures/GA233a/English/AP1988/19240419p03.html,Dornach
19/04/1924,233a,The Easter Festival in relation to the Mysteries,Lecture I,https://rsarchive.org/Lectures/GA233a/English/RSP1968/19240419p01.html,Dornach
20/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,For the Easter Waldorf School Conference,https://rsarchive.org/Articles/GA037/English/SOL2023/19240420p01.html,Dornach
20/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Easter Poster,https://rsarchive.org/Articles/GA037/English/SOL2023/19240420p02.html,Dornach
20/04/1924,233a,Easter as a Chapter in the Mystery Wisdom of Man,Lecture II,https://rsarchive.org/Lectures/GA233a/English/AP1947/19240420p02.html,Dornach
20/04/1924,233a,The Festival of Easter,Lecture II,https://rsarchive.org/Lectures/GA233a/English/RSPC1935/19240420p04.html,Dornach
20/04/1924,233a,The Easter Festival in the Evolution of the Mysteries,Lecture II,https://rsarchive.org/Lectures/GA233a/English/AP1988/19240420p03.html,Dornach
20/04/1924,233a,The Easter Festival in relation to the Mysteries,Lecture II,https://rsarchive.org/Lectures/GA233a/English/RSP1968/19240420p01.html,Dornach
20/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science X,https://rsarchive.org/Articles/GA037/English/SOL2023/19240420b01.html,
21/04/1924,233a,Easter as a Chapter in the Mystery Wisdom of Man,Lecture III,https://rsarchive.org/Lectures/GA233a/English/AP1947/19240421p02.html,Dornach
21/04/1924,233a,The Festival of Easter,Lecture II,https://rsarchive.org/Lectures/GA233a/English/RSPC1935/19240421p04.html,Dornach
21/04/1924,233a,The Easter Festival in the Evolution of the Mysteries,Lecture II,https://rsarchive.org/Lectures/GA233a/English/AP1988/19240421p03.html,Dornach
21/04/1924,233a,The Easter Festival in relation to the Mysteries,Lecture II,https://rsarchive.org/Lectures/GA233a/English/RSP1968/19240421p01.html,Dornach
21/04/1924,314,Meetings with Practicing Physicians,Address,https://rsarchive.org/Lectures/GA314/English/SOL2025/19240421m01.html,Dornach
21/04/1924,316,Course for Young Doctors,Easter Course I,https://rsarchive.org/Lectures/YoungDoctors/19240421a01.html,Dornach
22/04/1924,233a,Easter as a Chapter in the Mystery Wisdom of Man,Lecture IV,https://rsarchive.org/Lectures/GA233a/English/AP1947/19240422p02.html,Dornach
22/04/1924,233a,The Festival of Easter,Lecture IV,https://rsarchive.org/Lectures/GA233a/English/RSPC1935/19240422p04.html,Dornach
22/04/1924,233a,The Easter Festival in the Evolution of the Mysteries,Lecture IV,https://rsarchive.org/Lectures/GA233a/English/AP1988/19240422p03.html,Dornach
22/04/1924,233a,The Easter Festival in relation to the Mysteries,Lecture IV,https://rsarchive.org/Lectures/GA233a/English/RSP1968/19240422p01.html,Dornach
22/04/1924,270,Esoteric Lessons for the First Class I,Ninth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018a/19240422v02.html,Dornach
22/04/1924,270,Esoteric Instructions,Ninth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240422-JR.html,Dornach
22/04/1924,314,Meetings with Practicing Physicians,First Discussion,https://rsarchive.org/Lectures/GA314/English/SOL2025/19240422m01.html,Dornach
